Fund,Fund Description,Department,Department Description,Business Unit,Business Unit Description,Object Account,Object Account Description,FY14 Budgeted Expenses,FY14 Actual Expenses,FY15 Budgeted Expenses,FY15 Actual Expenses,FY16 Budgeted Expenses,FY16 Actual Expenses,FY17 Budgeted Expenses,FY17 Actual Expenses,FY18 Budgeted Expenses,FY18 Actual Expenses,FY19 Budgeted Expenses,FY19 Actual Expenses
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,503325,Safety Shoes,600.00,229.38,700.00,339.56,700.00,502.36,600.00,510.00,600.00,573.88,600.00,565.37
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,503600,Repair & Maint Supply,500.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,503601,Paint,200.00,212.40,200.00,163.09,200.00,109.83,200.00,19.40,200.00,17.70,200.00,17.70
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,503630,Electronic Parts/Supply,200.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,503640,Safety Supply,0.00,18.63,0.00,32.22,0.00,248.97,200.00,28.20,200.00,102.23,200.00,114.16
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,503701,Stone/Gravel/Sand,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,503702,Metal Pipes/Fittings,0.00,0.00,0.00,0.00,0.00,6.95,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,503713,Cement Products,0.00,45.70,0.00,0.00,0.00,23.31,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,503720,Signs,200.00,0.00,100.00,175.24,100.00,137.79,100.00,0.00,100.00,0.00,100.00,0.00
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,503800,Auto Supply,0.00,16.40,0.00,16.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,503850,Small Equipment Supply,8000.00,14688.26,10000.00,13315.41,12000.00,5637.29,7000.00,9758.64,7000.00,3326.99,7000.00,322.66
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,501101,Regular Pay,860800.00,570267.95,715500.00,617470.88,751100.00,666948.84,988300.00,672233.04,867400.00,772194.37,909100.00,790870.64
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,501102,Leave Pay,0.00,51545.92,0.00,54191.80,0.00,53193.69,0.00,130947.40,0.00,92514.53,0.00,129225.53
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,501103,Holiday Pay,0.00,24513.60,0.00,25572.25,0.00,25510.95,0.00,28091.73,0.00,34330.51,0.00,39280.52
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,501104,Overtime Pay,0.00,342.71,300.00,1974.20,400.00,6279.18,5000.00,3113.15,5000.00,4897.78,5000.00,926.69
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,501105,Out of Class Pay,0.00,0.00,0.00,0.00,0.00,4819.44,6000.00,894.00,2000.00,0.00,2000.00,0.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,501109,Longevity,7500.00,7480.00,6800.00,6847.50,6200.00,7177.50,7500.00,7452.50,8200.00,8195.00,6300.00,6655.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,501160,YE Biweekly Sal/Fringe Accr,0.00,3901.59,0.00,3538.23,0.00,8290.74,0.00,-48010.89,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,501172,Employer OASDI,53200.00,38811.21,44400.00,41809.27,46300.00,45409.02,60800.00,47368.29,53800.00,53604.23,56400.00,56656.33
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,501173,Employer SSN Medical,12400.00,9076.87,10400.00,9777.96,10800.00,10619.87,14200.00,11729.50,12600.00,12536.47,13200.00,13287.19
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,501174,Employer Group Health,97600.00,76129.59,93800.00,86629.66,90600.00,83363.39,116400.00,88022.16,112700.00,121295.40,105200.00,128952.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,501175,Employer Dental Group,4100.00,3068.35,3700.00,3224.51,3400.00,2842.53,4100.00,2969.19,3700.00,4082.67,4300.00,4640.46
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,501176,Employer Group Life,1600.00,1339.83,1900.00,1573.74,3300.00,1474.26,4300.00,1716.90,4100.00,2117.22,4100.00,2286.20
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,501177,Employer Pension,147000.00,101596.96,128700.00,122506.10,115900.00,105211.24,107200.00,90577.30,97100.00,100811.70,103700.00,113073.40
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,501181,FSA Pre-Tax Savings,0.00,9.31,0.00,9.35,0.00,46.13,0.00,108.16,0.00,232.07,0.00,260.02
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,501182,Cafe Plan Pre-Tax Savings,0.00,2092.49,0.00,2423.02,0.00,2365.64,0.00,2478.04,0.00,3405.51,0.00,3610.80
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,502345,Lock & Key Service,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,502451,Employee Out-of-town Travel,0.00,1278.83,0.00,2323.56,0.00,3702.93,0.00,1997.94,0.00,783.84,0.00,3589.91
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,502452,Employee Air Travel,0.00,0.00,0.00,702.80,0.00,909.99,0.00,0.00,0.00,309.96,0.00,336.96
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,502453,Employee Local Travel/Park,300.00,280.00,300.00,396.00,300.00,142.00,200.00,308.00,200.00,8.00,200.00,0.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,502502,Allowance-Cell/Mobile Devices,0.00,280.27,300.00,292.74,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,502701,Printing/Binding,0.00,0.00,0.00,60.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,502801,Advertising & Promot'n,1000.00,0.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,502851,Subscriptions,0.00,0.00,0.00,77.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,502883,Registration,600.00,1040.00,1000.00,3152.62,1000.00,2346.00,6000.00,2480.00,6000.00,1244.00,6000.00,2320.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,502884,Membership Dues,700.00,245.00,300.00,720.00,300.00,405.00,300.00,265.00,300.00,625.00,300.00,320.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,502920,Other Rpr & Maint Srvc,0.00,0.00,0.00,0.00,0.00,109.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,503050,Host & Hostess,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,503100,Offc & Admin Supply,3500.00,2536.80,3000.00,2946.35,2700.00,2881.51,2700.00,2326.47,2700.00,981.08,2700.00,68.94
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,503200,HHold & Jnitr Supply,300.00,258.49,200.00,218.72,200.00,21.43,200.00,76.17,200.00,184.76,200.00,5.41
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,503300,Personal Use Supply,100.00,99.93,100.00,89.36,100.00,206.33,200.00,117.11,200.00,97.88,200.00,153.47
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,503310,Uniforms - Allowance,800.00,403.28,800.00,832.77,600.00,395.57,1000.00,739.96,800.00,580.14,800.00,507.86
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,503325,Safety Shoes,500.00,255.00,500.00,170.00,600.00,339.95,700.00,484.99,700.00,255.00,700.00,170.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,503601,Paint,100.00,177.07,200.00,124.08,200.00,34.06,200.00,17.70,200.00,50.15,200.00,35.40
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,503602,Paint Supply,0.00,5.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,503640,Safety Supply,0.00,339.47,300.00,29.66,200.00,39.00,200.00,45.72,200.00,57.00,200.00,49.50
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,503720,Signs,2000.00,6807.64,4000.00,6146.79,6000.00,9822.15,6000.00,3400.03,5000.00,0.00,2000.00,0.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,503800,Auto Supply,0.00,35.44,0.00,12.48,0.00,12.48,0.00,72.30,0.00,0.00,0.00,1.62
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,503803,Auto Oil/Lubricants,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.98,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,503850,Small Equipment Supply,400.00,2636.70,2000.00,186.82,2000.00,390.66,500.00,348.40,500.00,185.80,500.00,169.41
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,505269,Other License & Fees,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,300.00,0.00,300.00,407.12
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,505282,Professional Privilege Tax,400.00,800.00,400.00,400.00,400.00,400.00,800.00,400.00,400.00,0.00,400.00,0.00
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,501101,Regular Pay,52000.00,63148.20,44200.00,87882.97,47100.00,84548.55,58700.00,108821.62,65400.00,51984.85,63100.00,23497.42
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,501102,Leave Pay,0.00,3064.18,0.00,6481.75,0.00,7985.44,0.00,9433.46,0.00,7913.08,0.00,551.58
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,501103,Holiday Pay,0.00,2733.15,0.00,3975.27,0.00,2508.28,0.00,4989.43,0.00,2746.48,0.00,220.63
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,501104,Overtime Pay,0.00,7745.09,7700.00,5488.09,5500.00,5823.87,5000.00,5391.08,5000.00,498.06,5000.00,0.00
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,501160,YE Biweekly Sal/Fringe Accr,0.00,551.79,0.00,555.30,0.00,1153.62,0.00,-7824.39,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,501172,Employer OASDI,3200.00,4247.95,2700.00,5932.37,2900.00,5713.89,3600.00,7301.95,4100.00,3692.35,3900.00,1453.26
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,501173,Employer SSN Medical,800.00,993.48,600.00,1387.42,700.00,1336.31,800.00,1707.72,900.00,863.53,900.00,339.87
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,501174,Employer Group Health,6300.00,15620.74,0.00,13889.71,0.00,16071.95,5600.00,22212.70,6200.00,10248.00,9300.00,2490.00
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,501175,Employer Dental Group,300.00,452.09,300.00,678.48,300.00,607.71,300.00,706.88,300.00,385.80,300.00,166.20
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,501176,Employer Group Life,100.00,205.48,200.00,340.77,300.00,297.98,300.00,369.12,300.00,170.40,300.00,71.00
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,501177,Employer Pension,8900.00,10780.60,8000.00,16867.90,7300.00,12388.73,7200.00,15498.88,8100.00,7615.97,7800.00,0.00
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,501181,FSA Pre-Tax Savings,0.00,191.05,0.00,191.13,0.00,191.10,0.00,199.18,0.00,15.94,0.00,0.00
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,501182,Cafe Plan Pre-Tax Savings,0.00,434.38,0.00,428.80,0.00,475.01,0.00,631.93,0.00,258.57,0.00,63.50
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,502451,Employee Out-of-town Travel,0.00,0.00,0.00,0.00,0.00,680.56,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,502452,Employee Air Travel,0.00,0.00,0.00,0.00,0.00,452.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,502883,Registration,300.00,0.00,0.00,0.00,0.00,970.00,2500.00,0.00,0.00,0.00,0.00,80.00
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,502920,Other Rpr & Maint Srvc,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,503100,Offc & Admin Supply,0.00,56.71,0.00,9.23,0.00,4.52,0.00,21.60,0.00,36.00,0.00,6.95
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,503200,HHold & Jnitr Supply,0.00,0.00,0.00,5.41,0.00,0.00,0.00,16.48,0.00,5.88,0.00,29.25
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,503300,Personal Use Supply,0.00,26.50,0.00,16.00,0.00,38.00,0.00,6.50,0.00,0.00,0.00,42.86
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,503601,Paint,0.00,106.20,100.00,46.92,200.00,5.90,200.00,8.85,200.00,29.50,200.00,0.00
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,503640,Safety Supply,0.00,0.00,0.00,0.00,0.00,145.16,0.00,0.00,0.00,6.50,0.00,6.50
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,503720,Signs,0.00,0.00,0.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,503850,Small Equipment Supply,0.00,0.00,0.00,133.00,100.00,46.16,100.00,63.60,100.00,0.00,100.00,0.00
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,505269,Other License & Fees,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,505282,Professional Privilege Tax,0.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,501101,Regular Pay,154800.00,134956.31,160600.00,139464.76,175800.00,145122.05,183300.00,147355.44,190500.00,118759.97,181700.00,152936.19
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,501102,Leave Pay,0.00,11017.60,0.00,15730.47,0.00,17886.95,0.00,30462.13,0.00,10186.43,0.00,21077.70
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,501103,Holiday Pay,0.00,5895.39,0.00,5278.34,0.00,6526.36,0.00,7325.07,0.00,4822.95,0.00,7687.37
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,501105,Out of Class Pay,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1807.12,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,501108,Injured on Duty Pay,0.00,0.00,0.00,0.00,0.00,691.58,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,501109,Longevity,1300.00,1265.00,1400.00,1375.00,1500.00,1485.00,1600.00,1567.50,800.00,797.50,800.00,825.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,501160,YE Biweekly Sal/Fringe Accr,0.00,882.45,0.00,905.56,0.00,1863.83,0.00,-11217.38,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,501172,Employer OASDI,9600.00,8723.54,10000.00,9263.81,10800.00,9850.81,11300.00,10872.57,11800.00,7602.40,11300.00,10384.72
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,501173,Employer SSN Medical,2200.00,2040.18,2300.00,2166.53,2500.00,2303.81,2600.00,2542.77,2800.00,1777.99,2600.00,2428.68
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,501174,Employer Group Health,25500.00,26928.00,24500.00,26928.00,23800.00,27805.50,26700.00,28318.50,24100.00,24912.00,30800.00,33120.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,501175,Employer Dental Group,700.00,678.72,700.00,678.72,700.00,678.72,700.00,650.44,700.00,609.66,900.00,825.56
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,501176,Employer Group Life,300.00,304.20,300.00,340.80,700.00,340.80,700.00,340.80,700.00,255.60,700.00,340.80
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,501177,Employer Pension,26400.00,25933.09,28900.00,28864.24,27100.00,26557.48,22400.00,21884.34,23500.00,11139.18,22400.00,22421.88
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,501181,FSA Pre-Tax Savings,0.00,191.27,0.00,191.27,0.00,191.27,0.00,199.24,0.00,195.43,0.00,194.22
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,501182,Cafe Plan Pre-Tax Savings,0.00,756.00,0.00,758.56,0.00,790.13,0.00,807.07,0.00,718.70,0.00,955.78
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,502451,Employee Out-of-town Travel,0.00,0.00,0.00,0.00,0.00,453.89,0.00,283.94,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,502453,Employee Local Travel/Park,0.00,24.00,0.00,64.25,0.00,38.00,0.00,122.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,502883,Registration,200.00,30.00,100.00,295.00,100.00,755.00,100.00,55.00,100.00,0.00,100.00,0.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,502884,Membership Dues,200.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,0.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,503100,Offc & Admin Supply,0.00,14.46,0.00,0.00,0.00,0.00,0.00,4.12,0.00,2.33,0.00,1.20
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,503140,Office Equipment < $10K,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,503200,HHold & Jnitr Supply,0.00,0.00,0.00,0.00,0.00,1.62,0.00,42.36,0.00,24.39,0.00,0.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,503300,Personal Use Supply,0.00,0.00,0.00,0.00,0.00,6.50,0.00,33.54,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,503325,Safety Shoes,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,503400,Medical Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.10,0.00,0.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,503601,Paint,0.00,70.80,100.00,74.09,100.00,41.02,100.00,70.80,100.00,35.40,100.00,35.40
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,503850,Small Equipment Supply,0.00,0.00,300.00,0.00,0.00,86.36,0.00,102.10,0.00,213.60,0.00,0.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,505269,Other License & Fees,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,300.00,0.00,300.00,0.00
10101,GSD General,42,Public Works,42141710,PW GSD ITS Construction,505282,Professional Privilege Tax,400.00,800.00,800.00,400.00,800.00,400.00,800.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501101,Regular Pay,5420500.00,4356945.51,5354800.00,4789118.18,5673000.00,5137662.58,6011100.00,5665771.30,6221000.00,5141086.31,6276300.00,5262290.46
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501102,Leave Pay,0.00,496833.52,0.00,508871.95,0.00,546170.98,0.00,596910.04,0.00,614506.25,0.00,624546.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501103,Holiday Pay,0.00,216549.08,0.00,256699.66,0.00,268247.37,0.00,312919.25,0.00,292181.61,0.00,307625.47
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501104,Overtime Pay,200000.00,252085.63,450000.00,190009.34,204400.00,149684.60,205000.00,174984.84,181000.00,157383.42,181000.00,95965.57
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501105,Out of Class Pay,20000.00,19790.27,19800.00,21834.28,15000.00,17099.34,18000.00,17189.54,18000.00,18636.52,18000.00,19880.44
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501106,Shift Differential Pay,5000.00,5335.40,5400.00,5861.80,5500.00,3077.20,4000.00,5531.10,4000.00,2496.00,4000.00,2332.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501107,Other Special Pay,10000.00,5322.23,8000.00,5322.30,5500.00,5390.51,5000.00,5764.07,5000.00,5975.49,5000.00,8036.12
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501108,Injured on Duty Pay,15000.00,8435.49,8500.00,10766.62,0.00,11434.79,0.00,6375.24,0.00,8305.09,0.00,7035.40
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501109,Longevity,79800.00,77772.16,72700.00,73336.78,69800.00,69756.08,68000.00,70017.30,63100.00,67612.20,58800.00,65676.87
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501127,IOD-CS 100 Percent,0.00,0.00,0.00,12268.03,13300.00,3480.36,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501129,IOD-Light Duty,0.00,3618.46,0.00,9588.02,10200.00,34013.75,0.00,52523.78,0.00,15867.37,0.00,17317.27
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501133,IOD-CS 90 Percent,0.00,0.00,0.00,10935.14,10600.00,19071.44,0.00,22326.68,0.00,10186.12,0.00,8026.81
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501134,Paid Family Leave,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33825.41,0.00,37141.20
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501160,YE Biweekly Sal/Fringe Accr,0.00,33104.74,0.00,36367.45,0.00,74109.22,0.00,-439999.47,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501172,Employer OASDI,335200.00,307898.64,332000.00,335409.13,349900.00,356003.33,369900.00,393187.03,385700.00,361484.74,389100.00,367206.22
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501173,Employer SSN Medical,78400.00,72008.39,77600.00,78442.43,81800.00,83258.78,86500.00,91955.02,90200.00,84540.78,91000.00,85878.83
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501174,Employer Group Health,1291500.00,1306721.03,1241200.00,1356965.18,1234700.00,1461739.70,1446600.00,1625024.38,1428500.00,1519624.30,1443300.00,1428043.62
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501175,Employer Dental Group,49300.00,45522.88,47200.00,47533.62,46900.00,49769.94,49300.00,51936.77,46900.00,49935.20,55300.00,49581.66
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501176,Employer Group Life,20000.00,21210.04,24500.00,25196.73,49700.00,25947.01,50700.00,28367.41,49300.00,24202.99,50700.00,24092.01
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501177,Employer Pension,911400.00,855702.29,959400.00,982842.23,869000.00,921970.36,730900.00,802112.89,765100.00,727150.30,771900.00,734745.40
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501181,FSA Pre-Tax Savings,0.00,127.54,0.00,167.68,0.00,96.15,0.00,119.22,0.00,188.30,0.00,101.32
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,501182,Cafe Plan Pre-Tax Savings,0.00,35908.41,0.00,37894.48,0.00,40742.32,0.00,45305.11,0.00,42795.09,0.00,40697.94
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502101,Electric,0.00,126619.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502303,Refuse Disposal,350000.00,281658.65,350000.00,242663.32,338000.00,223928.75,299000.00,299125.06,299000.00,358589.41,359000.00,254689.54
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502306,Hazard Waste Disposal,10000.00,15006.28,15000.00,211.50,15000.00,211.50,5000.00,270.25,5000.00,423.00,5000.00,305.50
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502334,Pest Control Service,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1400.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502339,Recording,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502345,Lock & Key Service,1000.00,634.39,1000.00,1072.61,1000.00,1008.50,1500.00,1566.95,1500.00,1137.50,1500.00,2095.35
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502347,Uniform Cleaning Service,48500.00,54536.70,52000.00,64889.19,64000.00,65709.04,69000.00,52466.96,69000.00,63668.73,69000.00,62449.30
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502357,Internet Services,0.00,326.15,0.00,0.00,0.00,0.00,0.00,60.04,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502369,Sweeping,0.00,5466.43,0.00,2736.83,3000.00,14308.24,15500.00,5537.60,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502451,Employee Out-of-town Travel,0.00,6824.83,0.00,1305.61,0.00,4295.52,0.00,6753.80,0.00,6074.79,7000.00,736.55
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502452,Employee Air Travel,0.00,445.50,0.00,0.00,0.00,788.00,0.00,432.88,0.00,278.96,500.00,441.60
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502453,Employee Local Travel/Park,100.00,28.00,500.00,70.00,500.00,57.25,500.00,38.00,500.00,70.00,500.00,760.80
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502502,Allowance-Cell/Mobile Devices,0.00,479.40,0.00,0.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,104.00
